reporter_name,partner_name,year,trade_flow,product_group,export_(us$_thousand),import_(us$_thousand),export_product_share_(%),import_product_share_(%),revealed_comparative_advantage,world_growth_(%),country_growth_(%),ahs_simple_average_(%),ahs_weighted_average_(%),ahs_total_tariff_lines,ahs_dutiable_tariff_lines_share_(%),ahs_duty_free_tariff_lines_share_(%),ahs_specific_tariff_lines_share_(%),ahs_ave_tariff_lines_share_(%),ahs_maxrate_(%),ahs_minrate_(%),ahs_specificduty_imports_(us$_thousand),ahs_dutiable_imports_(us$_thousand),ahs_duty_free_imports_(us$_thousand),mfn_simple_average_(%),mfn_weighted_average_(%),mfn_total_tariff_lines,mfn_dutiable_tariff_lines_share_(%),mfn_duty_free_tariff_lines_share_(%),mfn_specific_tariff_lines_share_(%),mfn_ave_tariff_lines_share_(%),mfn_maxrate_(%),mfn_minrate_(%),mfn_specificduty_imports_(us$_thousand),mfn_dutiable_imports_(us$_thousand),mfn_duty_free_imports_(us$_thousand)
Kenya,Turkey,2017.0,EXPIMP,Textiles and Clothing,85.85,10073.96,0.36,6.48,0.18,4.88,-16.45,21.164632587859426,22.069619976458718,63.660164788969226,63.48576761392298,23.794146628552213,0.026557928367243987,12.693618631242643,35.12397343198251,10.699260131158567,4.825189171010594,14111.331005549018,5316.550775180764,23.760612073314277,25.112912392803093,36.439044896586516,71.10540776862284,14.894691441062722,0.028663191525138722,13.884592231377164,39.38858416008071,12.00437195224483,4.944482932571045,16610.02838069615,2817.8533983521106
Kenya,Tanzania,2017.0,EXPIMP,Textiles and Clothing,9426.66,22462.26,3.42,13.52,1.03,-9.4,-8.8,21.164632587859426,22.069619976458718,63.660164788969226,63.48576761392298,23.794146628552213,0.026557928367243987,12.693618631242643,35.12397343198251,10.699260131158567,4.825189171010594,14111.331005549018,5316.550775180764,23.760612073314277,25.112912392803093,36.439044896586516,71.10540776862284,14.894691441062722,0.028663191525138722,13.884592231377164,39.38858416008071,12.00437195224483,4.944482932571045,16610.02838069615,2817.8533983521106
Kenya,Uganda,2017.0,EXPIMP,Textiles and Clothing,12087.13,3422.06,2.02,0.84,0.51,-1.3,1.88,21.164632587859426,22.069619976458718,63.660164788969226,63.48576761392298,23.794146628552213,0.026557928367243987,12.693618631242643,35.12397343198251,10.699260131158567,4.825189171010594,14111.331005549018,5316.550775180764,23.760612073314277,25.112912392803093,36.439044896586516,71.10540776862284,14.894691441062722,0.028663191525138722,13.884592231377164,39.38858416008071,12.00437195224483,4.944482932571045,16610.02838069615,2817.8533983521106
Kenya,Ukraine,2017.0,EXPIMP,Textiles and Clothing,0.04,4.9,0.0,0.01,0.06,5.97,50.5,21.164632587859426,22.069619976458718,63.660164788969226,63.48576761392298,23.794146628552213,0.026557928367243987,12.693618631242643,35.12397343198251,10.699260131158567,4.825189171010594,14111.331005549018,5316.550775180764,23.760612073314277,25.112912392803093,36.439044896586516,71.10540776862284,14.894691441062722,0.028663191525138722,13.884592231377164,39.38858416008071,12.00437195224483,4.944482932571045,16610.02838069615,2817.8533983521106
Kenya,Uruguay,2017.0,EXPIMP,Textiles and Clothing,0.52,6.96,100.0,0.05,7.64,6.45,-4.36,21.164632587859426,22.069619976458718,63.660164788969226,63.48576761392298,23.794146628552213,0.026557928367243987,12.693618631242643,35.12397343198251,10.699260131158567,4.825189171010594,14111.331005549018,5316.550775180764,23.760612073314277,25.112912392803093,36.439044896586516,71.10540776862284,14.894691441062722,0.028663191525138722,13.884592231377164,39.38858416008071,12.00437195224483,4.944482932571045,16610.02838069615,2817.8533983521106
Kenya,United States,2017.0,EXPIMP,Textiles and Clothing,292689.16,10802.18,64.01,1.94,12.51,0.2,-0.51,21.164632587859426,22.069619976458718,63.660164788969226,63.48576761392298,23.794146628552213,0.026557928367243987,12.693618631242643,35.12397343198251,10.699260131158567,4.825189171010594,14111.331005549018,5316.550775180764,23.760612073314277,25.112912392803093,36.439044896586516,71.10540776862284,14.894691441062722,0.028663191525138722,13.884592231377164,39.38858416008071,12.00437195224483,4.944482932571045,16610.02838069615,2817.8533983521106
Kenya,Vietnam,2017.0,EXPIMP,Textiles and Clothing,36.39,3837.04,0.25,9.79,0.23,5.75,-48.05,21.164632587859426,22.069619976458718,63.660164788969226,63.48576761392298,23.794146628552213,0.026557928367243987,12.693618631242643,35.12397343198251,10.699260131158567,4.825189171010594,14111.331005549018,5316.550775180764,23.760612073314277,25.112912392803093,36.439044896586516,71.10540776862284,14.894691441062722,0.028663191525138722,13.884592231377164,39.38858416008071,12.00437195224483,4.944482932571045,16610.02838069615,2817.8533983521106
Kenya,World,2017.0,EXPIMP,Textiles and Clothing,398716.74,682486.53,6.94,4.09,2.06,2.56,-0.73,21.164632587859426,22.069619976458718,63.660164788969226,63.48576761392298,23.794146628552213,0.026557928367243987,12.693618631242643,35.12397343198251,10.699260131158567,4.825189171010594,14111.331005549018,5316.550775180764,23.760612073314277,25.112912392803093,36.439044896586516,71.10540776862284,14.894691441062722,0.028663191525138722,13.884592231377164,39.38858416008071,12.00437195224483,4.944482932571045,16610.02838069615,2817.8533983521106
Kenya,Yemen,2017.0,EXPIMP,Textiles and Clothing,194.79,2.41,0.32,2.33,8.027710785103983,2.2919585332419463,36.26888793694311,21.164632587859426,22.069619976458718,63.660164788969226,63.48576761392298,23.794146628552213,0.026557928367243987,12.693618631242643,35.12397343198251,10.699260131158567,4.825189171010594,14111.331005549018,5316.550775180764,23.760612073314277,25.112912392803093,36.439044896586516,71.10540776862284,14.894691441062722,0.028663191525138722,13.884592231377164,39.38858416008071,12.00437195224483,4.944482932571045,16610.02838069615,2817.8533983521106
Kenya,South Africa,2017.0,EXPIMP,Textiles and Clothing,251.74,9902.07,0.94,1.65,0.31,3.04,52.06,21.164632587859426,22.069619976458718,63.660164788969226,63.48576761392298,23.794146628552213,0.026557928367243987,12.693618631242643,35.12397343198251,10.699260131158567,4.825189171010594,14111.331005549018,5316.550775180764,23.760612073314277,25.112912392803093,36.439044896586516,71.10540776862284,14.894691441062722,0.028663191525138722,13.884592231377164,39.38858416008071,12.00437195224483,4.944482932571045,16610.02838069615,2817.8533983521106
Kenya,"Congo, Dem. Rep.",2017.0,EXPIMP,Textiles and Clothing,7030.07,8.14,3.85,0.17,0.51,1.59,-20.63,21.164632587859426,22.069619976458718,63.660164788969226,63.48576761392298,23.794146628552213,0.026557928367243987,12.693618631242643,35.12397343198251,10.699260131158567,4.825189171010594,14111.331005549018,5316.550775180764,23.760612073314277,25.112912392803093,36.439044896586516,71.10540776862284,14.894691441062722,0.028663191525138722,13.884592231377164,39.38858416008071,12.00437195224483,4.944482932571045,16610.02838069615,2817.8533983521106
Kenya,Zambia,2017.0,EXPIMP,Textiles and Clothing,2482.27,135.9,6.63,0.18,1.57,17.12,-7.67,21.164632587859426,22.069619976458718,63.660164788969226,63.48576761392298,23.794146628552213,0.026557928367243987,12.693618631242643,35.12397343198251,10.699260131158567,4.825189171010594,14111.331005549018,5316.550775180764,23.760612073314277,25.112912392803093,36.439044896586516,71.10540776862284,14.894691441062722,0.028663191525138722,13.884592231377164,39.38858416008071,12.00437195224483,4.944482932571045,16610.02838069615,2817.8533983521106
Kenya,Zimbabwe,2017.0,EXPIMP,Textiles and Clothing,401.7,57.7,2.76,0.2,2.06,6.31,66.89,21.164632587859426,22.069619976458718,63.660164788969226,63.48576761392298,23.794146628552213,0.026557928367243987,12.693618631242643,35.12397343198251,10.699260131158567,4.825189171010594,14111.331005549018,5316.550775180764,23.760612073314277,25.112912392803093,36.439044896586516,71.10540776862284,14.894691441062722,0.028663191525138722,13.884592231377164,39.38858416008071,12.00437195224483,4.944482932571045,16610.02838069615,2817.8533983521106
Kenya,East Asia & Pacific,2017.0,EXPIMP,Textiles and Clothing,8653.41,355276.08,2.44,6.02,8.027710785103983,2.2919585332419463,36.26888793694311,21.164632587859426,22.069619976458718,63.660164788969226,63.48576761392298,23.794146628552213,0.026557928367243987,12.693618631242643,35.12397343198251,10.699260131158567,4.825189171010594,14111.331005549018,5316.550775180764,23.760612073314277,25.112912392803093,36.439044896586516,71.10540776862284,14.894691441062722,0.028663191525138722,13.884592231377164,39.38858416008071,12.00437195224483,4.944482932571045,16610.02838069615,2817.8533983521106
Kenya,Europe & Central Asia,2017.0,EXPIMP,Textiles and Clothing,9629.33,52944.75,0.68,1.94,8.027710785103983,2.2919585332419463,36.26888793694311,21.164632587859426,22.069619976458718,63.660164788969226,63.48576761392298,23.794146628552213,0.026557928367243987,12.693618631242643,35.12397343198251,10.699260131158567,4.825189171010594,14111.331005549018,5316.550775180764,23.760612073314277,25.112912392803093,36.439044896586516,71.10540776862284,14.894691441062722,0.028663191525138722,13.884592231377164,39.38858416008071,12.00437195224483,4.944482932571045,16610.02838069615,2817.8533983521106
Kenya,Latin America & Caribbean,2017.0,EXPIMP,Textiles and Clothing,2458.49,302.15,6.83,0.05,8.027710785103983,2.2919585332419463,36.26888793694311,21.164632587859426,22.069619976458718,63.660164788969226,63.48576761392298,23.794146628552213,0.026557928367243987,12.693618631242643,35.12397343198251,10.699260131158567,4.825189171010594,14111.331005549018,5316.550775180764,23.760612073314277,25.112912392803093,36.439044896586516,71.10540776862284,14.894691441062722,0.028663191525138722,13.884592231377164,39.38858416008071,12.00437195224483,4.944482932571045,16610.02838069615,2817.8533983521106
Kenya,Middle East & North Africa,2017.0,EXPIMP,Textiles and Clothing,17898.06,41199.99,2.58,1.29,8.027710785103983,2.2919585332419463,36.26888793694311,21.164632587859426,22.069619976458718,63.660164788969226,63.48576761392298,23.794146628552213,0.026557928367243987,12.693618631242643,35.12397343198251,10.699260131158567,4.825189171010594,14111.331005549018,5316.550775180764,23.760612073314277,25.112912392803093,36.439044896586516,71.10540776862284,14.894691441062722,0.028663191525138722,13.884592231377164,39.38858416008071,12.00437195224483,4.944482932571045,16610.02838069615,2817.8533983521106
Kenya,North America,2017.0,EXPIMP,Textiles and Clothing,295506.73,24418.13,59.85,3.74,8.027710785103983,2.2919585332419463,36.26888793694311,21.164632587859426,22.069619976458718,63.660164788969226,63.48576761392298,23.794146628552213,0.026557928367243987,12.693618631242643,35.12397343198251,10.699260131158567,4.825189171010594,14111.331005549018,5316.550775180764,23.760612073314277,25.112912392803093,36.439044896586516,71.10540776862284,14.894691441062722,0.028663191525138722,13.884592231377164,39.38858416008071,12.00437195224483,4.944482932571045,16610.02838069615,2817.8533983521106
Kenya,South Asia,2017.0,EXPIMP,Textiles and Clothing,5703.11,127671.38,0.8,6.64,8.027710785103983,2.2919585332419463,36.26888793694311,21.164632587859426,22.069619976458718,63.660164788969226,63.48576761392298,23.794146628552213,0.026557928367243987,12.693618631242643,35.12397343198251,10.699260131158567,4.825189171010594,14111.331005549018,5316.550775180764,23.760612073314277,25.112912392803093,36.439044896586516,71.10540776862284,14.894691441062722,0.028663191525138722,13.884592231377164,39.38858416008071,12.00437195224483,4.944482932571045,16610.02838069615,2817.8533983521106
Kenya,Sub-Saharan Africa,2017.0,EXPIMP,Textiles and Clothing,58096.41,37483.52,3.06,2.4,8.027710785103983,2.2919585332419463,36.26888793694311,21.164632587859426,22.069619976458718,63.660164788969226,63.48576761392298,23.794146628552213,0.026557928367243987,12.693618631242643,35.12397343198251,10.699260131158567,4.825189171010594,14111.331005549018,5316.550775180764,23.760612073314277,25.112912392803093,36.439044896586516,71.10540776862284,14.894691441062722,0.028663191525138722,13.884592231377164,39.38858416008071,12.00437195224483,4.944482932571045,16610.02838069615,2817.8533983521106
Kenya,Afghanistan,2018.0,EXPIMP,Textiles and Clothing,58.34,14.16,0.16,60.88,0.04,2.2919585332419463,36.26888793694311,21.164632587859426,22.069619976458718,63.660164788969226,63.48576761392298,23.794146628552213,0.026557928367243987,12.693618631242643,35.12397343198251,10.699260131158567,4.825189171010594,14111.331005549018,5316.550775180764,23.760612073314277,25.112912392803093,36.439044896586516,71.10540776862284,14.894691441062722,0.028663191525138722,13.884592231377164,39.38858416008071,12.00437195224483,4.944482932571045,16610.02838069615,2817.8533983521106
Kenya,Albania,2018.0,EXPIMP,Textiles and Clothing,0.0,1.19,16.746330708661418,87.28,0.11,2.2919585332419463,36.26888793694311,21.164632587859426,22.069619976458718,63.660164788969226,63.48576761392298,23.794146628552213,0.026557928367243987,12.693618631242643,35.12397343198251,10.699260131158567,4.825189171010594,14111.331005549018,5316.550775180764,23.760612073314277,25.112912392803093,36.439044896586516,71.10540776862284,14.894691441062722,0.028663191525138722,13.884592231377164,39.38858416008071,12.00437195224483,4.944482932571045,16610.02838069615,2817.8533983521106
Kenya,United Arab Emirates,2018.0,EXPIMP,Textiles and Clothing,639.11,11196.4,0.18,0.77,0.14,-5.28,-15.9,23.9,26.74,301.0,97.01,1.99,0.0,1.0,50.0,0.0,0.0,70846.41,133.31,23.9,26.74,301.0,97.01,1.99,0.0,1.0,50.0,0.0,0.0,70846.41,133.31
Kenya,Argentina,2018.0,EXPIMP,Textiles and Clothing,0.0,2.61,16.746330708661418,0.0,5.43,0.33,11.31,21.164632587859426,22.069619976458718,63.660164788969226,63.48576761392298,23.794146628552213,0.026557928367243987,12.693618631242643,35.12397343198251,10.699260131158567,4.825189171010594,14111.331005549018,5316.550775180764,23.760612073314277,25.112912392803093,36.439044896586516,71.10540776862284,14.894691441062722,0.028663191525138722,13.884592231377164,39.38858416008071,12.00437195224483,4.944482932571045,16610.02838069615,2817.8533983521106
Kenya,Armenia,2018.0,EXPIMP,Textiles and Clothing,0.0,0.41,16.746330708661418,72.52,8.027710785103983,2.2919585332419463,36.26888793694311,21.164632587859426,22.069619976458718,63.660164788969226,63.48576761392298,23.794146628552213,0.026557928367243987,12.693618631242643,35.12397343198251,10.699260131158567,4.825189171010594,14111.331005549018,5316.550775180764,23.760612073314277,25.112912392803093,36.439044896586516,71.10540776862284,14.894691441062722,0.028663191525138722,13.884592231377164,39.38858416008071,12.00437195224483,4.944482932571045,16610.02838069615,2817.8533983521106
Kenya,American Samoa,2018.0,EXPIMP,Textiles and Clothing,0.0,1.43,16.746330708661418,1.99,8.027710785103983,2.2919585332419463,36.26888793694311,21.164632587859426,22.069619976458718,63.660164788969226,63.48576761392298,23.794146628552213,0.026557928367243987,12.693618631242643,35.12397343198251,10.699260131158567,4.825189171010594,14111.331005549018,5316.550775180764,23.760612073314277,25.112912392803093,36.439044896586516,71.10540776862284,14.894691441062722,0.028663191525138722,13.884592231377164,39.38858416008071,12.00437195224483,4.944482932571045,16610.02838069615,2817.8533983521106
Kenya,Australia,2018.0,EXPIMP,Textiles and Clothing,446.76,2038.27,1.57,3.26,0.49,2.44,-22.51,26.43,32.39,16.0,81.25,0.0,0.0,18.75,50.0,10.0,0.0,169.5,0.0,26.43,32.39,16.0,81.25,0.0,0.0,18.75,50.0,10.0,0.0,169.5,0.0
Kenya,Austria,2018.0,EXPIMP,Textiles and Clothing,5.61,12.93,0.43,0.05,1.36,3.13,-11.94,25.15,29.47,52.0,92.31,1.92,0.0,5.77,50.0,0.0,0.0,90.6,0.02,25.15,29.47,52.0,92.31,1.92,0.0,5.77,50.0,0.0,0.0,90.6,0.02
Kenya,Burundi,2018.0,EXPIMP,Textiles and Clothing,1141.67,1.19,1.75,0.18,0.41,-13.7,2.41,21.164632587859426,22.069619976458718,63.660164788969226,63.48576761392298,23.794146628552213,0.026557928367243987,12.693618631242643,35.12397343198251,10.699260131158567,4.825189171010594,14111.331005549018,5316.550775180764,23.760612073314277,25.112912392803093,36.439044896586516,71.10540776862284,14.894691441062722,0.028663191525138722,13.884592231377164,39.38858416008071,12.00437195224483,4.944482932571045,16610.02838069615,2817.8533983521106
Kenya,Belgium,2018.0,EXPIMP,Textiles and Clothing,1240.7,965.78,1.98,0.6,3.18,2.82,14.1,23.58,30.61,71.0,95.77,0.0,0.0,4.23,50.0,10.0,0.0,1269.98,0.0,23.58,30.61,71.0,95.77,0.0,0.0,4.23,50.0,10.0,0.0,1269.98,0.0
Kenya,Benin,2018.0,EXPIMP,Textiles and Clothing,37.65,1.01,20.08,100.0,0.47,11.68,-94.52,21.164632587859426,22.069619976458718,63.660164788969226,63.48576761392298,23.794146628552213,0.026557928367243987,12.693618631242643,35.12397343198251,10.699260131158567,4.825189171010594,14111.331005549018,5316.550775180764,23.760612073314277,25.112912392803093,36.439044896586516,71.10540776862284,14.894691441062722,0.028663191525138722,13.884592231377164,39.38858416008071,12.00437195224483,4.944482932571045,16610.02838069615,2817.8533983521106
Kenya,Burkina Faso,2018.0,EXPIMP,Textiles and Clothing,247.89,0.88,84.89,42.38,3.21,-3.55,-77.53,21.164632587859426,22.069619976458718,63.660164788969226,63.48576761392298,23.794146628552213,0.026557928367243987,12.693618631242643,35.12397343198251,10.699260131158567,4.825189171010594,14111.331005549018,5316.550775180764,23.760612073314277,25.112912392803093,36.439044896586516,71.10540776862284,14.894691441062722,0.028663191525138722,13.884592231377164,39.38858416008071,12.00437195224483,4.944482932571045,16610.02838069615,2817.8533983521106
Kenya,Bangladesh,2018.0,EXPIMP,Textiles and Clothing,1.75,6901.09,0.05,47.34,8.027710785103983,2.2919585332419463,36.26888793694311,21.164632587859426,22.069619976458718,63.660164788969226,63.48576761392298,23.794146628552213,0.026557928367243987,12.693618631242643,35.12397343198251,10.699260131158567,4.825189171010594,14111.331005549018,5316.550775180764,23.760612073314277,25.112912392803093,36.439044896586516,71.10540776862284,14.894691441062722,0.028663191525138722,13.884592231377164,39.38858416008071,12.00437195224483,4.944482932571045,16610.02838069615,2817.8533983521106
Kenya,Bulgaria,2018.0,EXPIMP,Textiles and Clothing,0.0,67.94,16.746330708661418,0.52,8.027710785103983,2.2919585332419463,36.26888793694311,27.5,34.72,6.0,50.0,0.0,0.0,50.0,35.0,25.0,0.0,63.34,0.0,27.5,34.72,6.0,50.0,0.0,0.0,50.0,35.0,25.0,0.0,63.34,0.0
Kenya,Bahrain,2018.0,EXPIMP,Textiles and Clothing,0.0,4.73,16.746330708661418,0.01,0.88,-0.52,-20.9,21.164632587859426,22.069619976458718,63.660164788969226,63.48576761392298,23.794146628552213,0.026557928367243987,12.693618631242643,35.12397343198251,10.699260131158567,4.825189171010594,14111.331005549018,5316.550775180764,23.760612073314277,25.112912392803093,36.439044896586516,71.10540776862284,14.894691441062722,0.028663191525138722,13.884592231377164,39.38858416008071,12.00437195224483,4.944482932571045,16610.02838069615,2817.8533983521106
Kenya,Bosnia and Herzegovina,2018.0,EXPIMP,Textiles and Clothing,0.3,0.0,68.26,0.0,0.16,4.13,373.94,35.0,35.0,3.0,0.0,0.0,0.0,100.0,35.0,35.0,0.0,0.4,0.0,35.0,35.0,3.0,0.0,0.0,0.0,100.0,35.0,35.0,0.0,0.4,0.0
Kenya,Belarus,2018.0,EXPIMP,Textiles and Clothing,0.0,2.03,16.746330708661418,0.12,0.0,4.96,409.9,25.0,25.0,3.0,100.0,0.0,0.0,0.0,25.0,25.0,0.0,3.4,0.0,25.0,25.0,3.0,100.0,0.0,0.0,0.0,25.0,25.0,0.0,3.4,0.0
Kenya,Bolivia,2018.0,EXPIMP,Textiles and Clothing,0.0,0.34,16.746330708661418,1.32,38.27,-1.97,763.6,21.164632587859426,22.069619976458718,63.660164788969226,63.48576761392298,23.794146628552213,0.026557928367243987,12.693618631242643,35.12397343198251,10.699260131158567,4.825189171010594,14111.331005549018,5316.550775180764,23.760612073314277,25.112912392803093,36.439044896586516,71.10540776862284,14.894691441062722,0.028663191525138722,13.884592231377164,39.38858416008071,12.00437195224483,4.944482932571045,16610.02838069615,2817.8533983521106
Kenya,Brazil,2018.0,EXPIMP,Textiles and Clothing,20.25,169.8,2.35,0.19,0.26,4.44,-4.67,20.28,21.79,10.0,90.0,10.0,0.0,0.0,50.0,0.0,0.0,53.73,8.21,20.28,21.79,10.0,90.0,10.0,0.0,0.0,50.0,0.0,0.0,53.73,8.21
Kenya,Brunei,2018.0,EXPIMP,Textiles and Clothing,0.0,0.16,16.746330708661418,0.06,8.027710785103983,2.2919585332419463,36.26888793694311,21.164632587859426,22.069619976458718,63.660164788969226,63.48576761392298,23.794146628552213,0.026557928367243987,12.693618631242643,35.12397343198251,10.699260131158567,4.825189171010594,14111.331005549018,5316.550775180764,23.760612073314277,25.112912392803093,36.439044896586516,71.10540776862284,14.894691441062722,0.028663191525138722,13.884592231377164,39.38858416008071,12.00437195224483,4.944482932571045,16610.02838069615,2817.8533983521106
Kenya,Botswana,2018.0,EXPIMP,Textiles and Clothing,6.65,36.52,0.52,10.65,0.66,4.68,-43.38,21.164632587859426,22.069619976458718,63.660164788969226,63.48576761392298,23.794146628552213,0.026557928367243987,12.693618631242643,35.12397343198251,10.699260131158567,4.825189171010594,14111.331005549018,5316.550775180764,23.760612073314277,25.112912392803093,36.439044896586516,71.10540776862284,14.894691441062722,0.028663191525138722,13.884592231377164,39.38858416008071,12.00437195224483,4.944482932571045,16610.02838069615,2817.8533983521106
Kenya,Canada,2018.0,EXPIMP,Textiles and Clothing,2692.4,15731.95,8.69,17.86,8.49,2.09,8.48,22.69,34.45,43.0,90.7,2.33,0.0,6.98,50.0,0.0,0.0,18943.78,0.05,22.69,34.45,43.0,90.7,2.33,0.0,6.98,50.0,0.0,0.0,18943.78,0.05
Kenya,Switzerland,2018.0,EXPIMP,Textiles and Clothing,100.34,1094.89,0.29,1.28,0.19,5.34,-25.57,24.15,23.78,57.0,100.0,0.0,0.0,0.0,50.0,10.0,0.0,315.08,0.0,24.15,23.78,57.0,100.0,0.0,0.0,0.0,50.0,10.0,0.0,315.08,0.0
Kenya,Chile,2018.0,EXPIMP,Textiles and Clothing,76.0,40.91,1.25,0.36,0.25,2.89,106.48,21.164632587859426,22.069619976458718,63.660164788969226,63.48576761392298,23.794146628552213,0.026557928367243987,12.693618631242643,35.12397343198251,10.699260131158567,4.825189171010594,14111.331005549018,5316.550775180764,23.760612073314277,25.112912392803093,36.439044896586516,71.10540776862284,14.894691441062722,0.028663191525138722,13.884592231377164,39.38858416008071,12.00437195224483,4.944482932571045,16610.02838069615,2817.8533983521106
Kenya,China,2018.0,EXPIMP,Textiles and Clothing,5892.61,415467.14,5.36,11.35,2.1,4.77,-0.35,21.164632587859426,22.069619976458718,63.660164788969226,63.48576761392298,23.794146628552213,0.026557928367243987,12.693618631242643,35.12397343198251,10.699260131158567,4.825189171010594,14111.331005549018,5316.550775180764,23.760612073314277,25.112912392803093,36.439044896586516,71.10540776862284,14.894691441062722,0.028663191525138722,13.884592231377164,39.38858416008071,12.00437195224483,4.944482932571045,16610.02838069615,2817.8533983521106
Kenya,Cote d'Ivoire,2018.0,EXPIMP,Textiles and Clothing,724.59,18.81,27.07,2.61,8.05,-7.88,-5.39,21.164632587859426,22.069619976458718,63.660164788969226,63.48576761392298,23.794146628552213,0.026557928367243987,12.693618631242643,35.12397343198251,10.699260131158567,4.825189171010594,14111.331005549018,5316.550775180764,23.760612073314277,25.112912392803093,36.439044896586516,71.10540776862284,14.894691441062722,0.028663191525138722,13.884592231377164,39.38858416008071,12.00437195224483,4.944482932571045,16610.02838069615,2817.8533983521106
Kenya,Cameroon,2018.0,EXPIMP,Textiles and Clothing,5.71,6.3,0.69,1.54,12.16,-24.17,51.57,21.164632587859426,22.069619976458718,63.660164788969226,63.48576761392298,23.794146628552213,0.026557928367243987,12.693618631242643,35.12397343198251,10.699260131158567,4.825189171010594,14111.331005549018,5316.550775180764,23.760612073314277,25.112912392803093,36.439044896586516,71.10540776862284,14.894691441062722,0.028663191525138722,13.884592231377164,39.38858416008071,12.00437195224483,4.944482932571045,16610.02838069615,2817.8533983521106
Kenya,Colombia,2018.0,EXPIMP,Textiles and Clothing,0.74,8.45,0.06,2.68,4.89,9.99,45.04,21.164632587859426,22.069619976458718,63.660164788969226,63.48576761392298,23.794146628552213,0.026557928367243987,12.693618631242643,35.12397343198251,10.699260131158567,4.825189171010594,14111.331005549018,5316.550775180764,23.760612073314277,25.112912392803093,36.439044896586516,71.10540776862284,14.894691441062722,0.028663191525138722,13.884592231377164,39.38858416008071,12.00437195224483,4.944482932571045,16610.02838069615,2817.8533983521106
Kenya,Costa Rica,2018.0,EXPIMP,Textiles and Clothing,0.0,16.29,16.746330708661418,3.73,24.05,1.01,65.87,21.164632587859426,22.069619976458718,63.660164788969226,63.48576761392298,23.794146628552213,0.026557928367243987,12.693618631242643,35.12397343198251,10.699260131158567,4.825189171010594,14111.331005549018,5316.550775180764,23.760612073314277,25.112912392803093,36.439044896586516,71.10540776862284,14.894691441062722,0.028663191525138722,13.884592231377164,39.38858416008071,12.00437195224483,4.944482932571045,16610.02838069615,2817.8533983521106
Kenya,Cyprus,2018.0,EXPIMP,Textiles and Clothing,2.65,17.25,0.08,0.63,0.0,2.62,-69.71,23.33,24.72,5.0,40.0,0.0,0.0,60.0,35.0,10.0,0.0,10.45,0.0,23.33,24.72,5.0,40.0,0.0,0.0,60.0,35.0,10.0,0.0,10.45,0.0
Kenya,Czech Republic,2018.0,EXPIMP,Textiles and Clothing,0.0,124.94,16.746330708661418,0.31,1.05,3.36,-38.89,22.69,24.82,13.0,100.0,0.0,0.0,0.0,25.0,10.0,0.0,36.61,0.0,22.69,24.82,13.0,100.0,0.0,0.0,0.0,25.0,10.0,0.0,36.61,0.0
Kenya,Germany,2018.0,EXPIMP,Textiles and Clothing,2645.07,6963.8,2.4,1.51,0.6,5.36,-16.51,24.03,32.49,154.0,96.75,1.3,0.0,1.95,50.0,0.0,0.0,7847.76,20.77,24.03,32.49,154.0,96.75,1.3,0.0,1.95,50.0,0.0,0.0,7847.76,20.77
Kenya,Djibouti,2018.0,EXPIMP,Textiles and Clothing,19.49,5.13,0.31,53.01,8.027710785103983,2.2919585332419463,36.26888793694311,21.164632587859426,22.069619976458718,63.660164788969226,63.48576761392298,23.794146628552213,0.026557928367243987,12.693618631242643,35.12397343198251,10.699260131158567,4.825189171010594,14111.331005549018,5316.550775180764,23.760612073314277,25.112912392803093,36.439044896586516,71.10540776862284,14.894691441062722,0.028663191525138722,13.884592231377164,39.38858416008071,12.00437195224483,4.944482932571045,16610.02838069615,2817.8533983521106
Kenya,Denmark,2018.0,EXPIMP,Textiles and Clothing,42.88,282.44,0.49,0.66,0.09,4.5,7.83,24.12,24.54,17.0,100.0,0.0,0.0,0.0,25.0,10.0,0.0,24.45,0.0,24.12,24.54,17.0,100.0,0.0,0.0,0.0,25.0,10.0,0.0,24.45,0.0
Kenya,Dominican Republic,2018.0,EXPIMP,Textiles and Clothing,0.0,11.67,16.746330708661418,9.92,2.08,-1.57,135.85,21.164632587859426,22.069619976458718,63.660164788969226,63.48576761392298,23.794146628552213,0.026557928367243987,12.693618631242643,35.12397343198251,10.699260131158567,4.825189171010594,14111.331005549018,5316.550775180764,23.760612073314277,25.112912392803093,36.439044896586516,71.10540776862284,14.894691441062722,0.028663191525138722,13.884592231377164,39.38858416008071,12.00437195224483,4.944482932571045,16610.02838069615,2817.8533983521106
Kenya,Ecuador,2018.0,EXPIMP,Textiles and Clothing,0.0,0.67,16.746330708661418,0.2,2.77,7.32,6.18,21.164632587859426,22.069619976458718,63.660164788969226,63.48576761392298,23.794146628552213,0.026557928367243987,12.693618631242643,35.12397343198251,10.699260131158567,4.825189171010594,14111.331005549018,5316.550775180764,23.760612073314277,25.112912392803093,36.439044896586516,71.10540776862284,14.894691441062722,0.028663191525138722,13.884592231377164,39.38858416008071,12.00437195224483,4.944482932571045,16610.02838069615,2817.8533983521106
