reporter_name,partner_name,year,trade_flow,product_group,export_(us$_thousand),import_(us$_thousand),export_product_share_(%),import_product_share_(%),revealed_comparative_advantage,world_growth_(%),country_growth_(%),ahs_simple_average_(%),ahs_weighted_average_(%),ahs_total_tariff_lines,ahs_dutiable_tariff_lines_share_(%),ahs_duty_free_tariff_lines_share_(%),ahs_specific_tariff_lines_share_(%),ahs_ave_tariff_lines_share_(%),ahs_maxrate_(%),ahs_minrate_(%),ahs_specificduty_imports_(us$_thousand),ahs_dutiable_imports_(us$_thousand),ahs_duty_free_imports_(us$_thousand),mfn_simple_average_(%),mfn_weighted_average_(%),mfn_total_tariff_lines,mfn_dutiable_tariff_lines_share_(%),mfn_duty_free_tariff_lines_share_(%),mfn_specific_tariff_lines_share_(%),mfn_ave_tariff_lines_share_(%),mfn_maxrate_(%),mfn_minrate_(%),mfn_specificduty_imports_(us$_thousand),mfn_dutiable_imports_(us$_thousand),mfn_duty_free_imports_(us$_thousand)
Kenya,Afghanistan,2021.0,EXPIMP,Textiles and Clothing,28.14,15.43,0.51,39.36,8.027710785103983,2.2919585332419463,36.26888793694311,33.59,42.4,32.0,90.63,0.0,0.0,9.38,52.3,25.0,0.0,15.43,0.0,33.59,42.4,32.0,90.63,0.0,0.0,9.38,52.3,25.0,0.0,15.43,0.0
Kenya,Angola,2021.0,EXPIMP,Textiles and Clothing,3.27,0.37,0.34,1.07,0.1,32.31,-25.06,28.27,46.44,4.0,25.0,0.0,0.0,75.0,52.3,10.0,0.0,0.37,0.0,28.27,46.44,4.0,25.0,0.0,0.0,75.0,52.3,10.0,0.0,0.37,0.0
Kenya,Anguila,2021.0,EXPIMP,Textiles and Clothing,0.0,0.01,16.746330708661418,100.0,8.027710785103983,2.2919585332419463,36.26888793694311,35.0,35.0,1.0,100.0,0.0,0.0,0.0,35.0,35.0,0.0,0.01,0.0,35.0,35.0,1.0,100.0,0.0,0.0,0.0,35.0,35.0,0.0,0.01,0.0
Kenya,Albania,2021.0,EXPIMP,Textiles and Clothing,0.0,4.94,16.746330708661418,40.89,0.34,13.48,301.14,35.0,35.0,1.0,100.0,0.0,0.0,0.0,35.0,35.0,0.0,4.94,0.0,35.0,35.0,1.0,100.0,0.0,0.0,0.0,35.0,35.0,0.0,4.94,0.0
Kenya,United Arab Emirates,2021.0,EXPIMP,Textiles and Clothing,547.81,11565.52,0.17,0.71,0.15,14.83,14.54,29.26,35.49,239.0,97.49,1.26,0.0,1.26,52.3,0.0,0.0,11367.51,194.9,29.26,35.49,239.0,97.49,1.26,0.0,1.26,52.3,0.0,0.0,11367.51,194.9
Kenya,Argentina,2021.0,EXPIMP,Textiles and Clothing,0.0,1.09,16.746330708661418,0.0,2.86,11.08,21.2,27.18,45.0,5.0,40.0,0.0,0.0,60.0,52.3,10.0,0.0,1.09,0.0,27.18,45.0,5.0,40.0,0.0,0.0,60.0,52.3,10.0,0.0,1.09,0.0
Kenya,Armenia,2021.0,EXPIMP,Textiles and Clothing,1.5,9.19,6.05,16.48,0.64,11.0,181.25,35.0,35.0,3.0,100.0,0.0,0.0,0.0,35.0,35.0,0.0,9.19,0.0,35.0,35.0,3.0,100.0,0.0,0.0,0.0,35.0,35.0,0.0,9.19,0.0
Kenya,Australia,2021.0,EXPIMP,Textiles and Clothing,1491.94,2741.43,6.36,1.16,1.42,3.51,32.96,32.83,46.17,125.0,97.6,0.0,0.0,2.4,52.3,10.0,0.0,2741.42,0.0,32.83,46.17,125.0,97.6,0.0,0.0,2.4,52.3,10.0,0.0,2741.42,0.0
Kenya,Austria,2021.0,EXPIMP,Textiles and Clothing,25.09,33.54,13.09,0.16,1.51,2.62,18.8,30.98,26.37,24.0,87.5,0.0,0.0,12.5,52.3,10.0,0.0,33.54,0.0,30.98,26.37,24.0,87.5,0.0,0.0,12.5,52.3,10.0,0.0,33.54,0.0
Kenya,Burundi,2021.0,EXPIMP,Textiles and Clothing,1254.68,3.46,1.83,0.08,0.43,10.08,-8.18,0.0,0.0,7.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46,33.31,43.49,7.0,57.14,0.0,0.0,42.86,52.3,25.0,0.0,3.46,0.0
Kenya,Belgium,2021.0,EXPIMP,Textiles and Clothing,1409.41,1169.2,1.95,0.53,3.36,1.6,2.84,27.96,35.16,94.0,94.68,2.13,0.0,3.19,52.3,0.0,0.0,1146.22,22.98,27.96,35.16,94.0,94.68,2.13,0.0,3.19,52.3,0.0,0.0,1146.22,22.98
Kenya,Benin,2021.0,EXPIMP,Textiles and Clothing,467.33,1.33,40.54,6.6,6.22,-0.14,76.65,36.92,40.24,8.0,62.5,0.0,0.0,37.5,52.3,35.0,0.0,1.33,0.0,36.92,40.24,8.0,62.5,0.0,0.0,37.5,52.3,35.0,0.0,1.33,0.0
Kenya,Burkina Faso,2021.0,EXPIMP,Textiles and Clothing,122.9,4.64,6.14,24.95,14.27,-0.38,-11.32,25.31,36.38,7.0,57.14,0.0,0.0,42.86,52.3,10.0,0.0,4.64,0.0,25.31,36.38,7.0,57.14,0.0,0.0,42.86,52.3,10.0,0.0,4.64,0.0
Kenya,Bangladesh,2021.0,EXPIMP,Textiles and Clothing,3.59,6914.15,0.1,33.2,8.027710785103983,2.2919585332419463,36.26888793694311,33.05,27.48,142.0,97.89,0.0,0.0,2.11,52.3,10.0,0.0,6914.15,0.0,33.05,27.48,142.0,97.89,0.0,0.0,2.11,52.3,10.0,0.0,6914.15,0.0
Kenya,Bulgaria,2021.0,EXPIMP,Textiles and Clothing,0.2,14.08,0.05,0.37,8.027710785103983,2.2919585332419463,36.26888793694311,31.43,28.25,24.0,87.5,0.0,0.0,12.5,52.3,10.0,0.0,14.08,0.0,31.43,28.25,24.0,87.5,0.0,0.0,12.5,52.3,10.0,0.0,14.08,0.0
Kenya,Bahrain,2021.0,EXPIMP,Textiles and Clothing,0.0,20.27,16.746330708661418,0.08,0.06,-6.09,-65.21,30.52,43.77,24.0,87.5,0.0,0.0,12.5,52.3,25.0,0.0,20.27,0.0,30.52,43.77,24.0,87.5,0.0,0.0,12.5,52.3,25.0,0.0,20.27,0.0
Kenya,Bosnia and Herzegovina,2021.0,EXPIMP,Textiles and Clothing,0.0,2.2,16.746330708661418,0.93,0.56,11.67,127.91,37.88,42.97,6.0,50.0,0.0,0.0,50.0,52.3,35.0,0.0,2.2,0.0,37.88,42.97,6.0,50.0,0.0,0.0,50.0,52.3,35.0,0.0,2.2,0.0
Kenya,Belarus,2021.0,EXPIMP,Textiles and Clothing,0.01,51.65,0.0,3.65,0.01,5.81,10.94,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,51.65,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,51.65
Kenya,Bermuda,2021.0,EXPIMP,Textiles and Clothing,0.55,0.01,9.7,0.1,14.91,6.68,-30.22,30.0,26.41,2.0,100.0,0.0,0.0,0.0,35.0,25.0,0.0,0.01,0.0,30.0,26.41,2.0,100.0,0.0,0.0,0.0,35.0,25.0,0.0,0.01,0.0
Kenya,Bolivia,2021.0,EXPIMP,Textiles and Clothing,0.0,0.11,16.746330708661418,7.37,39.36,2.64,24.55,35.0,35.0,1.0,100.0,0.0,0.0,0.0,35.0,35.0,0.0,0.11,0.0,35.0,35.0,1.0,100.0,0.0,0.0,0.0,35.0,35.0,0.0,0.11,0.0
Kenya,Brazil,2021.0,EXPIMP,Textiles and Clothing,82.83,246.41,17.6,0.37,3.09,12.81,30.08,28.76,24.83,29.0,82.76,6.9,0.0,10.34,52.3,0.0,0.0,232.82,13.59,28.76,24.83,29.0,82.76,6.9,0.0,10.34,52.3,0.0,0.0,232.82,13.59
Kenya,Barbados,2021.0,EXPIMP,Textiles and Clothing,0.0,0.39,16.746330708661418,1.87,37.95,1.71,-6.01,40.77,46.01,4.0,25.0,0.0,0.0,75.0,52.3,35.0,0.0,0.39,0.0,40.77,46.01,4.0,25.0,0.0,0.0,75.0,52.3,35.0,0.0,0.39,0.0
Kenya,Botswana,2021.0,EXPIMP,Textiles and Clothing,39.6,24.8,2.46,23.47,0.63,16.25,77.3,35.31,40.22,7.0,57.14,0.0,0.0,42.86,52.3,25.0,0.0,24.8,0.0,35.31,40.22,7.0,57.14,0.0,0.0,42.86,52.3,25.0,0.0,24.8,0.0
Kenya,Central African Republic,2021.0,EXPIMP,Textiles and Clothing,9.18,1.13,0.71,51.53,8.027710785103983,2.2919585332419463,36.26888793694311,46.54,46.54,3.0,0.0,0.0,0.0,100.0,52.3,35.0,0.0,1.13,0.0,46.54,46.54,3.0,0.0,0.0,0.0,100.0,52.3,35.0,0.0,1.13,0.0
Kenya,Canada,2021.0,EXPIMP,Textiles and Clothing,4589.18,13484.28,22.92,17.0,8.07,0.8,22.09,30.41,46.39,100.0,94.0,3.0,0.0,3.0,52.3,0.0,0.0,13482.43,1.77,30.41,46.39,100.0,94.0,3.0,0.0,3.0,52.3,0.0,0.0,13482.43,1.77
Kenya,Switzerland,2021.0,EXPIMP,Textiles and Clothing,46.14,445.77,0.1,0.61,0.26,1.29,23.81,29.49,31.19,80.0,93.75,2.5,0.0,3.75,52.3,0.0,0.0,443.85,1.91,29.49,31.19,80.0,93.75,2.5,0.0,3.75,52.3,0.0,0.0,443.85,1.91
Kenya,Chile,2021.0,EXPIMP,Textiles and Clothing,8.23,2.54,0.16,0.04,1.19,19.59,81.77,29.0,31.04,5.0,100.0,0.0,0.0,0.0,35.0,25.0,0.0,2.54,0.0,29.0,31.04,5.0,100.0,0.0,0.0,0.0,35.0,25.0,0.0,2.54,0.0
Kenya,China,2021.0,EXPIMP,Textiles and Clothing,4123.96,521724.6,2.07,12.96,1.78,9.99,-23.22,26.22,28.71,572.0,95.28,4.2,0.0,0.52,52.3,0.0,0.0,512348.68,8839.77,26.22,28.71,572.0,95.28,4.2,0.0,0.52,52.3,0.0,0.0,512348.68,8839.77
Kenya,Cote d'Ivoire,2021.0,EXPIMP,Textiles and Clothing,919.07,15.78,11.17,2.76,8.027710785103983,2.2919585332419463,36.26888793694311,33.31,46.38,7.0,57.14,0.0,0.0,42.86,52.3,25.0,0.0,15.78,0.0,33.31,46.38,7.0,57.14,0.0,0.0,42.86,52.3,25.0,0.0,15.78,0.0
Kenya,Cameroon,2021.0,EXPIMP,Textiles and Clothing,287.71,94.52,11.96,14.65,8.027710785103983,2.2919585332419463,36.26888793694311,34.94,25.86,18.0,83.33,0.0,0.0,16.67,52.3,25.0,0.0,94.52,0.0,34.94,25.86,18.0,83.33,0.0,0.0,16.67,52.3,25.0,0.0,94.52,0.0
Kenya,"Congo, Rep.",2021.0,EXPIMP,Textiles and Clothing,323.64,0.14,5.96,0.04,11.6,9.91,2.73,46.54,46.54,3.0,0.0,0.0,0.0,100.0,52.3,35.0,0.0,0.14,0.0,46.54,46.54,3.0,0.0,0.0,0.0,100.0,52.3,35.0,0.0,0.14,0.0
Kenya,Colombia,2021.0,EXPIMP,Textiles and Clothing,5.49,1.39,0.4,0.19,8.54,12.73,0.54,35.0,35.0,9.0,100.0,0.0,0.0,0.0,35.0,35.0,0.0,1.39,0.0,35.0,35.0,9.0,100.0,0.0,0.0,0.0,35.0,35.0,0.0,1.39,0.0
Kenya,Costa Rica,2021.0,EXPIMP,Textiles and Clothing,0.0,2.67,16.746330708661418,0.47,20.22,10.56,24.62,46.54,46.54,3.0,0.0,0.0,0.0,100.0,52.3,35.0,0.0,2.67,0.0,46.54,46.54,3.0,0.0,0.0,0.0,100.0,52.3,35.0,0.0,2.67,0.0
Kenya,Cayman Islands,2021.0,EXPIMP,Textiles and Clothing,0.0,0.07,16.746330708661418,11.41,24.38,8.27,-29.15,25.0,25.0,1.0,100.0,0.0,0.0,0.0,25.0,25.0,0.0,0.07,0.0,25.0,25.0,1.0,100.0,0.0,0.0,0.0,25.0,25.0,0.0,0.07,0.0
Kenya,Cyprus,2021.0,EXPIMP,Textiles and Clothing,0.08,0.08,0.0,0.0,0.05,9.43,435.58,38.85,37.95,5.0,40.0,0.0,0.0,60.0,52.3,35.0,0.0,0.08,0.0,38.85,37.95,5.0,40.0,0.0,0.0,60.0,52.3,35.0,0.0,0.08,0.0
Kenya,Czech Republic,2021.0,EXPIMP,Textiles and Clothing,0.0,4490.12,16.746330708661418,14.81,1.53,6.82,95.27,27.1,34.42,26.0,100.0,0.0,0.0,0.0,50.0,10.0,0.0,4490.12,0.0,27.1,34.42,26.0,100.0,0.0,0.0,0.0,50.0,10.0,0.0,4490.12,0.0
Kenya,Germany,2021.0,EXPIMP,Textiles and Clothing,1127.32,12591.42,0.87,3.21,0.51,1.3,21.09,27.26,44.88,199.0,95.98,2.51,0.0,1.51,52.3,0.0,0.0,12581.86,9.38,27.26,44.88,199.0,95.98,2.51,0.0,1.51,52.3,0.0,0.0,12581.86,9.38
Kenya,Djibouti,2021.0,EXPIMP,Textiles and Clothing,51.33,12.06,0.57,16.98,8.027710785103983,2.2919585332419463,36.26888793694311,0.0,0.0,4.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,12.06,23.27,13.52,4.0,0.0,25.0,0.0,75.0,52.3,0.0,0.0,3.5,8.55
Kenya,Denmark,2021.0,EXPIMP,Textiles and Clothing,16.68,869.75,0.12,2.43,0.05,8.1,8.97,26.75,21.01,40.0,90.0,2.5,0.0,7.5,52.3,0.0,0.0,868.99,0.76,26.75,21.01,40.0,90.0,2.5,0.0,7.5,52.3,0.0,0.0,868.99,0.76
Kenya,Dominican Republic,2021.0,EXPIMP,Textiles and Clothing,16.06,1.36,73.28,0.41,3.06,9.52,115.85,37.88,45.12,6.0,50.0,0.0,0.0,50.0,52.3,35.0,0.0,1.36,0.0,37.88,45.12,6.0,50.0,0.0,0.0,50.0,52.3,35.0,0.0,1.36,0.0
Kenya,Algeria,2021.0,EXPIMP,Textiles and Clothing,0.26,0.23,0.04,0.23,8.027710785103983,2.2919585332419463,36.26888793694311,38.85,40.07,5.0,40.0,0.0,0.0,60.0,52.3,35.0,0.0,0.23,0.0,38.85,40.07,5.0,40.0,0.0,0.0,60.0,52.3,35.0,0.0,0.23,0.0
Kenya,"Egypt, Arab Rep.",2021.0,EXPIMP,Textiles and Clothing,2105.65,8726.52,1.09,1.96,0.26,4.95,9.03,0.0,0.0,104.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8726.52,27.27,21.13,104.0,96.15,0.96,0.0,2.88,52.3,0.0,0.0,8723.01,3.51
Kenya,Spain,2021.0,EXPIMP,Textiles and Clothing,3579.13,1558.11,6.27,1.21,1.02,3.54,25.97,29.38,31.59,120.0,95.83,1.67,0.0,2.5,52.3,0.0,0.0,1551.65,6.46,29.38,31.59,120.0,95.83,1.67,0.0,2.5,52.3,0.0,0.0,1551.65,6.46
Kenya,Estonia,2021.0,EXPIMP,Textiles and Clothing,50.2,196.13,46.17,14.44,1.59,6.7,180.09,38.85,46.52,5.0,40.0,0.0,0.0,60.0,52.3,35.0,0.0,196.13,0.0,38.85,46.52,5.0,40.0,0.0,0.0,60.0,52.3,35.0,0.0,196.13,0.0
Kenya,Ethiopia(excludes Eritrea),2021.0,EXPIMP,Textiles and Clothing,2790.94,1749.98,2.63,21.64,0.75,-7.1,3.31,3.16,2.11,53.0,90.57,3.77,0.0,5.66,5.23,0.0,0.0,1386.78,363.19,31.56,21.12,53.0,90.57,3.77,0.0,5.66,52.3,0.0,0.0,1386.78,363.19
Kenya,Finland,2021.0,EXPIMP,Textiles and Clothing,0.06,33.94,0.0,0.06,0.3,-2.97,34.6,30.24,21.52,20.0,85.0,0.0,0.0,15.0,52.3,10.0,0.0,33.94,0.0,30.24,21.52,20.0,85.0,0.0,0.0,15.0,52.3,10.0,0.0,33.94,0.0
Kenya,Fiji,2021.0,EXPIMP,Textiles and Clothing,0.0,0.0,16.746330708661418,100.0,0.09,12.32,347.84,35.0,35.0,1.0,100.0,0.0,0.0,0.0,35.0,35.0,0.0,0.0,0.0,35.0,35.0,1.0,100.0,0.0,0.0,0.0,35.0,35.0,0.0,0.0,0.0
Kenya,France,2021.0,EXPIMP,Textiles and Clothing,1171.99,920.63,1.29,0.45,0.38,-1.77,21.8,27.47,28.03,108.0,95.37,1.85,0.0,2.78,52.3,0.0,0.0,894.09,26.54,27.47,28.03,108.0,95.37,1.85,0.0,2.78,52.3,0.0,0.0,894.09,26.54
Kenya,Faeroe Islands,2021.0,EXPIMP,Textiles and Clothing,0.0,2.54,16.746330708661418,0.57,8.027710785103983,2.2919585332419463,36.26888793694311,35.0,35.0,1.0,100.0,0.0,0.0,0.0,35.0,35.0,0.0,2.54,0.0,35.0,35.0,1.0,100.0,0.0,0.0,0.0,35.0,35.0,0.0,2.54,0.0
Kenya,Gabon,2021.0,EXPIMP,Textiles and Clothing,0.0,2.6,16.746330708661418,6.0,8.027710785103983,2.2919585332419463,36.26888793694311,40.77,46.26,4.0,25.0,0.0,0.0,75.0,52.3,35.0,0.0,2.6,0.0,40.77,46.26,4.0,25.0,0.0,0.0,75.0,52.3,35.0,0.0,2.6,0.0
Kenya,United Kingdom,2021.0,EXPIMP,Textiles and Clothing,1156.88,9248.44,0.26,3.06,0.1,-7.58,1.88,28.96,42.44,323.0,97.52,1.55,0.0,0.93,52.3,0.0,0.0,9230.87,12.02,28.96,42.44,323.0,97.52,1.55,0.0,0.93,52.3,0.0,0.0,9230.87,12.02
Kenya,Georgia,2021.0,EXPIMP,Textiles and Clothing,0.0,3.53,16.746330708661418,2.96,8.027710785103983,2.2919585332419463,36.26888793694311,35.0,35.0,5.0,100.0,0.0,0.0,0.0,35.0,35.0,0.0,3.53,0.0,35.0,35.0,5.0,100.0,0.0,0.0,0.0,35.0,35.0,0.0,3.53,0.0
Kenya,Ghana,2021.0,EXPIMP,Textiles and Clothing,3860.99,189.67,37.5,4.26,8.027710785103983,2.2919585332419463,36.26888793694311,33.52,34.57,51.0,94.12,0.0,0.0,5.88,52.3,25.0,0.0,189.67,0.0,33.52,34.57,51.0,94.12,0.0,0.0,5.88,52.3,25.0,0.0,189.67,0.0
Kenya,Guinea,2021.0,EXPIMP,Textiles and Clothing,282.73,0.53,51.53,2.15,8.027710785103983,2.2919585332419463,36.26888793694311,35.77,38.32,4.0,25.0,0.0,0.0,75.0,52.3,25.0,0.0,0.53,0.0,35.77,38.32,4.0,25.0,0.0,0.0,75.0,52.3,25.0,0.0,0.53,0.0
Kenya,"Gambia, The",2021.0,EXPIMP,Textiles and Clothing,343.49,0.38,63.84,50.54,0.28,10.92,-76.56,35.77,45.67,4.0,25.0,0.0,0.0,75.0,52.3,25.0,0.0,0.38,0.0,35.77,45.67,4.0,25.0,0.0,0.0,75.0,52.3,25.0,0.0,0.38,0.0
Kenya,Greece,2021.0,EXPIMP,Textiles and Clothing,1.81,54.98,0.04,0.89,0.0,55.49,-65.83,28.85,25.35,30.0,86.67,3.33,0.0,10.0,52.3,0.0,0.0,53.01,1.97,28.85,25.35,30.0,86.67,3.33,0.0,10.0,52.3,0.0,0.0,53.01,1.97
Kenya,Guatemala,2021.0,EXPIMP,Textiles and Clothing,0.0,0.28,16.746330708661418,0.06,6.39,18.84,261.88,33.0,34.08,5.0,100.0,0.0,0.0,0.0,35.0,25.0,0.0,0.28,0.0,33.0,34.08,5.0,100.0,0.0,0.0,0.0,35.0,25.0,0.0,0.28,0.0
Kenya,Guyana,2021.0,EXPIMP,Textiles and Clothing,0.0,0.08,16.746330708661418,100.0,8.027710785103983,2.2919585332419463,36.26888793694311,35.0,35.0,1.0,100.0,0.0,0.0,0.0,35.0,35.0,0.0,0.08,0.0,35.0,35.0,1.0,100.0,0.0,0.0,0.0,35.0,35.0,0.0,0.08,0.0
Kenya,"Hong Kong, China",2021.0,EXPIMP,Textiles and Clothing,46.49,12976.84,0.28,13.62,0.12,3.35,-47.14,29.09,24.41,144.0,97.92,0.0,0.0,2.08,52.3,10.0,0.0,12916.35,0.0,29.09,24.41,144.0,97.92,0.0,0.0,2.08,52.3,10.0,0.0,12916.35,0.0
Kenya,Honduras,2021.0,EXPIMP,Textiles and Clothing,17.76,83.04,100.0,77.39,21.91,7.76,5.5,31.1,25.18,17.0,82.35,0.0,0.0,17.65,52.3,25.0,0.0,83.04,0.0,31.1,25.18,17.0,82.35,0.0,0.0,17.65,52.3,25.0,0.0,83.04,0.0
Kenya,Croatia,2021.0,EXPIMP,Textiles and Clothing,10.13,21.96,3.47,3.12,0.66,5.19,5.82,34.15,46.23,12.0,75.0,0.0,0.0,25.0,52.3,25.0,0.0,21.96,0.0,34.15,46.23,12.0,75.0,0.0,0.0,25.0,52.3,25.0,0.0,21.96,0.0
Kenya,Haiti,2021.0,EXPIMP,Textiles and Clothing,0.0,0.31,16.746330708661418,48.93,8.027710785103983,2.2919585332419463,36.26888793694311,40.77,36.31,4.0,25.0,0.0,0.0,75.0,52.3,35.0,0.0,0.31,0.0,40.77,36.31,4.0,25.0,0.0,0.0,75.0,52.3,35.0,0.0,0.31,0.0
Kenya,Hungary,2021.0,EXPIMP,Textiles and Clothing,5.22,970.26,1.08,8.4,0.88,-0.72,110.89,27.43,45.9,15.0,80.0,0.0,0.0,20.0,52.3,10.0,0.0,970.26,0.0,27.43,45.9,15.0,80.0,0.0,0.0,20.0,52.3,10.0,0.0,970.26,0.0
Kenya,Indonesia,2021.0,EXPIMP,Textiles and Clothing,388.28,12865.6,4.67,3.18,0.29,14.42,-30.98,29.87,15.63,103.0,95.15,1.94,0.0,2.91,52.3,0.0,0.0,12628.42,237.18,29.87,15.63,103.0,95.15,1.94,0.0,2.91,52.3,0.0,0.0,12628.42,237.18
Kenya,India,2021.0,EXPIMP,Textiles and Clothing,3272.62,110967.55,3.45,5.27,0.95,21.27,-9.2,25.69,20.34,484.0,95.04,4.34,0.0,0.62,52.3,0.0,0.0,105678.72,1760.93,25.69,20.34,484.0,95.04,4.34,0.0,0.62,52.3,0.0,0.0,105678.72,1760.93
Kenya,Ireland,2021.0,EXPIMP,Textiles and Clothing,0.64,215.78,0.0,0.52,0.43,5.91,37.26,32.06,39.59,27.0,85.19,3.7,0.0,11.11,52.3,0.0,0.0,164.09,2.74,32.06,39.59,27.0,85.19,3.7,0.0,11.11,52.3,0.0,0.0,164.09,2.74
Kenya,"Iran, Islamic Rep.",2021.0,EXPIMP,Textiles and Clothing,7.56,211.49,0.04,0.63,8.027710785103983,2.2919585332419463,36.26888793694311,29.21,27.36,19.0,84.21,0.0,0.0,15.79,52.3,25.0,0.0,211.49,0.0,29.21,27.36,19.0,84.21,0.0,0.0,15.79,52.3,25.0,0.0,211.49,0.0
Kenya,Iraq,2021.0,EXPIMP,Textiles and Clothing,268.14,20.04,7.85,0.5,8.027710785103983,2.2919585332419463,36.26888793694311,40.77,46.53,4.0,25.0,0.0,0.0,75.0,52.3,35.0,0.0,20.04,0.0,40.77,46.53,4.0,25.0,0.0,0.0,75.0,52.3,35.0,0.0,20.04,0.0
Kenya,Iceland,2021.0,EXPIMP,Textiles and Clothing,0.0,0.29,16.746330708661418,0.1,0.34,13.57,90.12,36.92,39.83,8.0,62.5,0.0,0.0,37.5,52.3,35.0,0.0,0.29,0.0,36.92,39.83,8.0,62.5,0.0,0.0,37.5,52.3,35.0,0.0,0.29,0.0
Kenya,Israel,2021.0,EXPIMP,Textiles and Clothing,207.65,170.76,2.56,0.36,0.03,9.73,73.21,26.43,11.38,24.0,79.17,8.33,0.0,12.5,52.3,0.0,0.0,164.35,6.41,26.43,11.38,24.0,79.17,8.33,0.0,12.5,52.3,0.0,0.0,164.35,6.41
Kenya,Italy,2021.0,EXPIMP,Textiles and Clothing,305.17,1504.16,1.03,0.67,0.18,2.62,-14.86,27.57,31.93,176.0,95.45,2.84,0.0,1.7,52.3,0.0,0.0,1459.52,44.64,27.57,31.93,176.0,95.45,2.84,0.0,1.7,52.3,0.0,0.0,1459.52,44.64
Kenya,Jamaica,2021.0,EXPIMP,Textiles and Clothing,0.12,1.05,3.6,0.96,0.56,-0.02,80.81,35.51,42.72,5.0,40.0,0.0,0.0,60.0,52.3,25.0,0.0,1.05,0.0,35.51,42.72,5.0,40.0,0.0,0.0,60.0,52.3,25.0,0.0,1.05,0.0
Kenya,Jordan,2021.0,EXPIMP,Textiles and Clothing,67.88,52.31,0.65,0.62,0.08,11.66,5.23,33.41,38.42,23.0,86.96,0.0,0.0,13.04,52.3,25.0,0.0,52.31,0.0,33.41,38.42,23.0,86.96,0.0,0.0,13.04,52.3,25.0,0.0,52.31,0.0
Kenya,Japan,2021.0,EXPIMP,Textiles and Clothing,245.67,14436.25,0.4,1.62,0.36,-3.71,3.02,26.85,0.54,80.0,91.25,5.0,0.0,3.75,52.3,0.0,0.0,272.76,14125.64,26.85,0.54,80.0,91.25,5.0,0.0,3.75,52.3,0.0,0.0,272.76,14125.64
Kenya,Kyrgyz Republic,2021.0,EXPIMP,Textiles and Clothing,0.0,1.35,16.746330708661418,76.84,8.027710785103983,2.2919585332419463,36.26888793694311,46.54,46.54,3.0,0.0,0.0,0.0,100.0,52.3,35.0,0.0,1.35,0.0,46.54,46.54,3.0,0.0,0.0,0.0,100.0,52.3,35.0,0.0,1.35,0.0
Kenya,Cambodia,2021.0,EXPIMP,Textiles and Clothing,11.66,165.15,5.75,47.67,0.02,2.2919585332419463,36.26888793694311,34.54,35.02,70.0,95.71,0.0,0.0,4.29,52.3,25.0,0.0,165.15,0.0,34.54,35.02,70.0,95.71,0.0,0.0,4.29,52.3,25.0,0.0,165.15,0.0
Kenya,"Korea, Rep.",2021.0,EXPIMP,Textiles and Clothing,30.77,18409.59,0.09,3.72,2.47,6.2,3.2,25.23,8.79,99.0,88.89,8.08,0.0,3.03,52.3,0.0,0.0,4467.07,13942.52,25.23,8.79,99.0,88.89,8.08,0.0,3.03,52.3,0.0,0.0,4467.07,13942.52
Kenya,Kuwait,2021.0,EXPIMP,Textiles and Clothing,0.0,1.92,16.746330708661418,0.0,0.15,12.15,37.9,32.95,40.3,11.0,72.73,0.0,0.0,27.27,52.3,25.0,0.0,1.92,0.0,32.95,40.3,11.0,72.73,0.0,0.0,27.27,52.3,25.0,0.0,1.92,0.0
Kenya,Lao PDR,2021.0,EXPIMP,Textiles and Clothing,0.0,1.31,16.746330708661418,4.24,14.85,14.99,233.02,35.0,35.0,3.0,100.0,0.0,0.0,0.0,35.0,35.0,0.0,1.31,0.0,35.0,35.0,3.0,100.0,0.0,0.0,0.0,35.0,35.0,0.0,1.31,0.0
Kenya,Lebanon,2021.0,EXPIMP,Textiles and Clothing,0.05,230.7,0.01,3.08,0.04,12.79,-75.58,28.5,26.02,11.0,72.73,0.0,0.0,27.27,52.3,25.0,0.0,230.7,0.0,28.5,26.02,11.0,72.73,0.0,0.0,27.27,52.3,25.0,0.0,230.7,0.0
Kenya,Liberia,2021.0,EXPIMP,Textiles and Clothing,1.58,1.9,1.0,24.39,8.027710785103983,2.2919585332419463,36.26888793694311,35.51,45.13,5.0,40.0,0.0,0.0,60.0,52.3,25.0,0.0,1.9,0.0,35.51,45.13,5.0,40.0,0.0,0.0,60.0,52.3,25.0,0.0,1.9,0.0
Kenya,Libya,2021.0,EXPIMP,Textiles and Clothing,1278.66,0.08,62.66,25.76,8.027710785103983,2.2919585332419463,36.26888793694311,0.0,0.0,4.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,35.0,35.0,4.0,100.0,0.0,0.0,0.0,35.0,35.0,0.0,0.08,0.0
Kenya,Sri Lanka,2021.0,EXPIMP,Textiles and Clothing,269.4,20680.77,7.41,50.72,0.16,17.5,88.61,30.89,25.06,103.0,95.15,1.94,0.0,2.91,52.3,0.0,0.0,20656.78,23.99,30.89,25.06,103.0,95.15,1.94,0.0,2.91,52.3,0.0,0.0,20656.78,23.99
